"Name","Tags","Runtime","Created","Notes","State","alpha","env","learning_rate","timesteps","weight_decay","epoch","global_step","test/loss","test/models[0]/loc-norm","test/models[0]/scale-norm","test/nll","test/nll_weight","test/vae","train/loss","train/models[0]/loc-norm","train/models[0]/scale-norm","train/nll","train/nll_weight","train/vae","val/loss","val/models[0]/loc-norm","val/models[0]/scale-norm","val/nll","val/nll_weight","val/vae"
"hopeful-blaze-1021","exp1, new loss","6760","2020-10-08T01:04:01.000Z","-","finished","1","Walker2d-v3","0.001","164000","0","145","130962","-25.29212760925293","17.90156364440918","13.666618347167969","-25.29212760925293","1","25.871780395507812","-25.208919525146484","17.85651206970215","13.355313301086426","-25.208919525146484","1","34.828758239746094","-25.244604110717773","17.877365112304688","13.624385833740234","-25.244604110717773","1","32.49930953979492"
"blooming-feather-1020","exp1, new loss","2268","2020-10-08T00:51:03.000Z","-","finished","0","Walker2d-v3","0.001","164000","0","31","28704","6.854401111602783","1.938349366188049","2.984170913696289","47483.30078125","0","6.854401111602783","6.736550807952881","1.9341446161270144","3.063148498535156","65056.4921875","0","6.736550807952881","7.895207405090332","1.9381390810012815","2.987103223800659","45192.5859375","0","7.895207405090332"
"revived-durian-1019","exp1, new loss","1806","2020-10-08T00:42:58.000Z","-","finished","0.001","Walker2d-v3","0.001","154000","0","26","22761","7.707477569580078","1.6335875988006592","5.646890163421631","244.46240234375","0.0010000000474974513","7.470486164093018","6.842906475067139","1.6544097661972046","5.596523761749268","218.51986694335935","0.0010000000474974513","6.631017684936523","9.68854522705078","1.634793043136597","5.638628959655762","241.91607666015625","0.0010000000474974513","9.456084251403809"
"major-totem-1018","exp1, new loss","3451","2020-10-08T00:39:42.000Z","-","finished","1","Walker2d-v3","0.001","154000","0","79","67440","-23.831684112548828","19.160133361816406","13.303046226501465","-23.831684112548828","1","26.373825073242188","-24.175201416015625","19.096513748168945","13.41572380065918","-24.175201416015625","1","27.302791595458984","-23.82719993591309","19.13434600830078","13.286446571350098","-23.82719993591309","1","28.668237686157227"
"glamorous-donkey-1017","exp1, new loss","2343","2020-10-08T00:03:51.000Z","-","finished","0","Walker2d-v3","0.001","154000","0","27","23604","6.637242317199707","1.5428438186645508","3.243253469467163","69896.578125","0","6.637242317199707","6.430263519287109","1.5243998765945437","3.259401559829712","98817.265625","0","6.430263519287109","8.90631103515625","1.5405713319778442","3.2521724700927734","70310.15625","0","8.90631103515625"
"gentle-resonance-1016","exp1, new loss","3078","2020-10-07T23:48:19.000Z","-","finished","0.001","Walker2d-v3","0.001","144000","0","34","27580","6.5375494956970215","1.9914361238479616","5.72641658782959","200.2429046630859","0.0010000000474974513","6.3436503410339355","6.543664932250977","1.9927544593811035","5.695580005645752","213.5450439453125","0.0010000000474974513","6.336455821990967","8.182805061340332","1.993333339691162","5.734719753265381","200.9626922607422","0.0010000000474974513","7.989831447601318"
"devoted-elevator-1015","exp1, new loss","4657","2020-10-07T23:33:18.000Z","-","finished","1","Walker2d-v3","0.001","144000","0","84","66980","-22.623645782470703","18.074886322021484","14.084016799926758","-22.623645782470703","1","23.439254760742188","-22.828161239624023","17.931800842285156","14.235939025878906","-22.828161239624023","1","41.98001480102539","-22.549734115600582","18.051353454589844","14.110906600952148","-22.549734115600582","1","46.35850143432617"
"proud-dragon-1014","exp1, new loss","3534","2020-10-07T23:04:48.000Z","-","finished","0","Walker2d-v3","0.001","144000","0","34","27580","6.510839939117432","1.873957276344299","3.3920679092407227","90855.5703125","0","6.510839939117432","6.168898582458496","1.862639307975769","3.278294801712036","170941.015625","0","6.168898582458496","7.973560810089111","1.882312536239624","3.4005048274993896","79839.484375","0","7.973560810089111"
"decent-forest-1013","exp1, new loss","3704","2020-10-07T22:46:29.000Z","-","finished","0.001","Walker2d-v3","0.001","134000","0","41","30786","6.284292221069336","2.012455463409424","5.652191638946533","191.1826934814453","0.0010000001639127731","6.099208354949951","6.581140041351318","2.0030791759490967","5.719573020935059","206.7434844970703","0.0010000000474974513","6.380777835845947","7.756073474884033","2.0127172470092773","5.658957481384277","192.0056304931641","0.0009999999310821297","7.571639537811279"
"magic-firefly-1012","exp1, new loss","8746","2020-10-07T22:38:09.000Z","-","finished","1","Walker2d-v3","0.001","134000","0","170","125343","-24.248979568481445","18.74260711669922","13.854912757873535","-24.248979568481445","1","18.67668914794922","-24.273361206054688","18.76058578491211","13.970173835754396","-24.273361206054688","1","24.85283851623535","-24.204320907592773","18.70824432373047","13.919713020324709","-24.204320907592773","1","21.31195640563965"
"robust-fog-1011","exp1, new loss","3501","2020-10-07T22:34:46.000Z","-","finished","0","Walker2d-v3","0.001","134000","0","39","29320","6.838222026824951","1.9423861503601072","2.98856782913208","89920.6796875","0","6.838222026824951","6.320725917816162","1.8734205961227417","3.157585382461548","102219.8203125","0","6.320725917816162","7.612725257873535","1.9416964054107664","2.975224256515503","97628.8671875","0","7.612725257873535"
"treasured-oath-1010","exp1, new loss","3440","2020-10-07T22:07:21.000Z","-","finished","0.001","Walker2d-v3","0.001","124000","0","43","29876","7.242697238922119","1.9088016748428345","5.593644142150879","197.2417449951172","0.0010000000474974513","7.052508354187012","6.653325080871582","1.8409523963928225","5.537594318389893","207.14471435546875","0.0010000000474974513","6.452632427215576","7.447136878967285","1.9010770320892336","5.5911126136779785","196.08843994140625","0.0010000000474974513","7.258306980133057"
"sleek-shadow-1009","exp1, new loss","2319","2020-10-07T21:59:15.000Z","-","finished","1","Walker2d-v3","0.001","124000","0","48","33271","-19.93132209777832","18.347970962524418","15.377586364746094","-19.93132209777832","1","25.77543830871582","-20.753173828125","18.389394760131836","14.980342864990234","-20.753173828125","1","24.516094207763672","-19.696882247924805","18.49502182006836","15.441949844360352","-19.696882247924805","1","24.39495849609375"
"soft-pond-1008","exp1, new loss","3218","2020-10-07T21:52:39.000Z","-","finished","0","Walker2d-v3","0.001","124000","0","43","29876","6.67567777633667","1.8572577238082888","3.192956924438477","37904.6953125","0","6.67567777633667","6.215609550476074","1.7517517805099487","3.0921103954315186","32865.01953125","0","6.215609550476074","7.03276252746582","1.8558403253555296","3.175832748413086","39748.87890625","0","7.03276252746582"
"divine-wind-1007","exp1, new loss","2453","2020-10-07T21:26:23.000Z","-","finished","0.001","Walker2d-v3","0.001","114000","0","43","27456","7.454054355621338","1.86632239818573","5.434579849243164","224.32337951660156","0.0010000001639127731","7.23696756362915","7.063165664672852","1.7970439195632937","5.3198628425598145","226.4495391845703","0.0010000001639127731","6.843559265136719","8.256185531616211","1.8646293878555296","5.419600009918213","222.8287048339844","0.0010000001639127731","8.041397094726562"
"fallen-field-1006","exp1, new loss","5337","2020-10-07T21:05:42.000Z","-","finished","1","Walker2d-v3","0.001","114000","0","138","86736","-23.86688232421875","19.946041107177734","13.615692138671877","-23.86688232421875","1","23.878686904907227","-24.06528663635254","19.84725570678711","13.48082160949707","-24.06528663635254","1","25.55318832397461","-23.81026077270508","19.85141372680664","13.568840980529783","-23.81026077270508","1","29.644197463989254"
"grateful-frost-1005","exp1, new loss","2008","2020-10-07T20:52:48.000Z","-","finished","0","Walker2d-v3","0.001","114000","0","32","20592","7.120781898498535","1.7224270105361938","3.033076286315918","321911.90625","0","7.120781898498535","6.7677764892578125","1.7649494409561155","3.232226610183716","302436.6875","0","6.7677764892578125","8.052046775817871","1.7268900871276855","3.0396740436553955","163589.71875","0","8.052046775817871"
"breezy-glitter-1004","exp1, new loss","4152","2020-10-07T20:49:57.000Z","-","finished","0.001","Walker2d-v3","0.001","104000","0","77","44382","7.450340747833252","2.6571638584136963","5.5765910148620605","245.29290771484375","0.0010000000474974513","7.212260246276856","6.739562511444092","2.6125457286834717","5.393608093261719","220.1991271972656","0.0010000000474974513","6.525888442993164","9.562177658081056","2.6663546562194824","5.576699256896973","243.01577758789065","0.0010000000474974513","9.328490257263184"
"good-hill-1003","exp1, new loss","5067","2020-10-07T20:28:06.000Z","-","finished","1","Walker2d-v3","0.001","104000","0","141","80798","-22.815093994140625","20.177505493164062","14.248113632202148","-22.815093994140625","1","18.38204765319824","-23.01901054382324","19.874719619750977","14.051877975463867","-23.01901054382324","1","39.433101654052734","-22.815279006958008","20.062095642089844","14.26948356628418","-22.815279006958008","1","23.489545822143555"
"chocolate-brook-1002","exp1, new loss","1573","2020-10-07T20:23:38.000Z","-","finished","0","Walker2d-v3","0.001","104000","0","25","14794","7.399744033813477","1.6776798963546753","3.2543039321899414","87484.6328125","0","7.399744033813477","7.399715900421143","1.6264313459396362","3.229111909866333","84074.078125","0","7.399715900421143","8.898055076599121","1.6750106811523438","3.2518575191497803","91156.78125","0","8.898055076599121"
"wandering-meadow-1001","exp1, new loss","1058","2020-10-07T20:10:21.000Z","-","finished","0.001","Walker2d-v3","0.001","94000","0","19","10300","8.92038345336914","1.5273088216781616","6.004953384399414","190.03521728515625","0.0010000000474974513","8.73908805847168","8.7426118850708","1.580341100692749","5.703736305236816","246.67169189453125","0.0010000001639127731","8.504444122314453","9.24847412109375","1.5190383195877075","5.998696804046631","189.66258239746097","0.0010000000474974513","9.067878723144531"
"spring-pine-1000","exp1, new loss","3317","2020-10-07T20:10:19.000Z","-","finished","1","Walker2d-v3","0.001","94000","0","93","48410","-18.912837982177734","19.89424705505371","14.704270362854004","-18.912837982177734","1","26.493480682373047","-20.911962509155273","19.865610122680664","14.65546703338623","-20.911962509155273","1","28.227373123168945","-18.656858444213867","20.108917236328125","14.790372848510742","-18.656858444213867","1","22.553064346313477"
"stellar-gorge-999","exp1, new loss","1147","2020-10-07T19:51:07.000Z","-","finished","0","Walker2d-v3","0.001","94000","0","23","12360","8.071066856384277","1.5868573188781738","3.272676944732666","57781.51171875","0","8.071066856384277","7.884795188903809","1.637704849243164","3.29980206489563","33270.55078125","0","7.884795188903809","8.621357917785645","1.579610824584961","3.265610933303833","51313.9375","0","8.621357917785645"
"desert-brook-998","exp1, new loss","2071","2020-10-07T19:49:01.000Z","-","finished","0.001","Walker2d-v3","0.001","84000","0","46","21620","8.582954406738281","1.7767444849014282","5.397500038146973","217.7528381347656","0.0010000001639127731","8.373575210571289","7.783580303192139","1.8273634910583496","5.622739791870117","225.21258544921875","0.0010000000474974513","7.565934181213379","10.195453643798828","1.8048906326293943","5.417722225189209","219.9716796875","0.0010000001639127731","9.985467910766602"
"desert-jazz-997","exp1, new loss","3875","2020-10-07T19:48:08.000Z","-","finished","1","Walker2d-v3","0.001","84000","0","129","59800","-21.162425994873047","20.210174560546875","14.575711250305176","-21.162425994873047","1","49.31098937988281","-21.983800888061523","20.3561954498291","14.333075523376465","-21.983800888061523","1","54.263450622558594","-21.290950775146484","20.0528507232666","14.4794921875","-21.290950775146484","1","47.65362930297851"
"glamorous-tree-996","exp1, new loss","758","2020-10-07T19:38:25.000Z","-","finished","0","Walker2d-v3","0.001","84000","0","18","8740","9.541842460632324","1.319352626800537","3.5809621810913086","15905.7822265625","0","9.541842460632324","8.60730266571045","1.2038729190826416","3.52889347076416","18210.935546875","0","8.60730266571045","10.196114540100098","1.320425271987915","3.5754809379577637","17049.943359375","0","10.196114540100098"
"wise-sun-995","exp1, new loss","1069","2020-10-07T19:31:03.000Z","-","finished","0.001","Walker2d-v3","0.001","74000","0","29","12150","9.08815860748291","1.7875442504882812","5.762526512145996","218.26663208007812","0.0010000000474974513","8.878769874572754","8.77595329284668","1.7480831146240234","5.632698059082031","230.0934600830078","0.0010000000474974513","8.554413795471191","10.370794296264648","1.798140287399292","5.752927303314209","225.66098022460935","0.0010000000474974513","10.155287742614746"
"denim-salad-994","exp1, new loss","2907","2020-10-07T19:21:49.000Z","-","finished","1","Walker2d-v3","0.001","74000","0","121","49410","-22.255229949951172","20.89269638061523","13.904852867126465","-22.255229949951172","1","27.51519203186035","-22.347488403320312","20.935054779052734","14.165696144104004","-22.347488403320312","1","42.57453536987305","-22.32165908813477","20.82861328125","13.806062698364258","-22.32165908813477","1","22.40283966064453"
"vocal-field-993","exp1, new loss","1170","2020-10-07T19:18:50.000Z","-","finished","0","Walker2d-v3","0.001","74000","0","30","12555","7.555753231048584","1.8839691877365112","3.158111333847046","227417.234375","0","7.555753231048584","7.968292236328125","1.7766717672348022","3.207219362258911","201785.03125","0","7.968292236328125","9.825700759887695","1.8844958543777464","3.1495697498321533","180551.28125","0","9.825700759887695"
"giddy-hill-992","exp1, new loss","1581","2020-10-07T19:04:36.000Z","-","finished","0.001","Walker2d-v3","0.001","64000","0","44","15750","8.481204986572266","1.9719769954681396","5.514418125152588","210.585205078125","0.0010000000474974513","8.278898239135742","8.256235122680664","1.9958187341690063","5.53566312789917","218.76214599609375","0.0010000000474974513","8.04551887512207","10.477048873901367","1.969833493232727","5.486017227172852","212.21749877929688","0.0010000000474974513","10.275107383728027"
"golden-lion-991","exp1, new loss","2728","2020-10-07T19:02:36.000Z","-","finished","1","Walker2d-v3","0.001","64000","0","125","44100","-20.671140670776367","19.841156005859375","14.851204872131348","-20.671140670776367","1","24.7087345123291","-20.98814582824707","20.14980125427246","14.860882759094238","-20.98814582824707","1","28.250383377075195","-20.54910659790039","20.066415786743164","14.856218338012695","-20.54910659790039","1","22.108774185180664"
"whole-sponge-990","exp1, new loss","1436","2020-10-07T18:54:42.000Z","-","finished","0","Walker2d-v3","0.001","64000","0","42","15050","9.175409317016602","2.010019063949585","2.397639751434326","23464.197265625","0","9.175409317016602","7.705391883850098","1.978888988494873","2.387157201766968","37239.2421875","0","7.705391883850098","11.772087097167969","2.007493257522583","2.4093568325042725","29299.369140625","0","11.772087097167969"
"valiant-pine-989","exp1, new loss","611","2020-10-07T18:54:20.000Z","-","finished","0.001","Walker2d-v3","0.001","54000","0","23","7104","9.472149848937988","1.8121048212051392","6.168145656585693","224.671142578125","0.0010000000474974513","9.25673484802246","10.330066680908203","1.8530992269515991","6.171197414398193","214.16636657714844","0.0010000000474974513","10.12602710723877","11.700532913208008","1.8235300779342651","6.1854448318481445","223.21543884277344","0.0010000001639127731","11.48880672454834"
"iconic-dream-988","exp1, new loss","2085","2020-10-07T18:46:57.000Z","-","finished","1","Walker2d-v3","0.001","54000","0","117","34928","-20.882408142089844","19.776517868041992","14.62268352508545","-20.882408142089844","1","17.540857315063477","-20.484188079833984","19.899763107299805","14.966279983520508","-20.484188079833984","1","19.453521728515625","-20.61989974975586","19.83161735534668","14.779850959777832","-20.61989974975586","1","42.59772491455078"
"sage-paper-987","exp1, new loss","568","2020-10-07T18:44:47.000Z","-","finished","0","Walker2d-v3","0.001","54000","0","23","7104","9.317337989807127","1.9446237087249756","3.770465850830078","19440.60546875","0","9.317337989807127","9.790952682495115","1.956107497215271","3.7409863471984863","15328.8271484375","0","9.790952682495115","11.517936706542969","1.9577221870422363","3.785377740859986","16014.0986328125","0","11.517936706542969"
"trim-plant-986","exp1, new loss","445","2020-10-07T18:39:27.000Z","-","finished","0.001","Walker2d-v3","0.001","44000","0","22","5543","12.964612007141112","1.7033168077468872","6.530221939086914","197.596435546875","0.0010000000474974513","12.779793739318848","10.919923782348633","1.625393986701965","6.612332820892334","201.28012084960935","0.0010000000474974513","10.729371070861816","12.63794994354248","1.6859029531478882","6.4981584548950195","200.7872772216797","0.0010000000474974513","12.449612617492676"
"clean-galaxy-985","exp1, new loss","1391","2020-10-07T18:39:16.000Z","-","finished","1","Walker2d-v3","0.001","44000","0","110","26751","-19.929338455200195","19.84099006652832","15.324811935424805","-19.929338455200195","1","20.70331382751465","-19.80767250061035","19.86086654663086","15.53838348388672","-19.80767250061035","1","20.12660217285156","-19.79230308532715","19.761096954345703","15.316760063171388","-19.79230308532715","1","18.364112854003903"
"celestial-sea-984","exp1, new loss","696","2020-10-07T18:32:52.000Z","-","finished","0","Walker2d-v3","0.001","44000","0","35","8676","9.288179397583008","1.595133900642395","3.020664691925049","58498.515625","0","9.288179397583008","10.017989158630373","1.6353100538253784","3.270409345626831","47442.9140625","0","10.017989158630373","11.451022148132324","1.5874440670013428","3.022254705429077","86160.5625","0","11.451022148132324"
"volcanic-totem-983","exp1, new loss","514","2020-10-07T18:30:50.000Z","-","finished","0.001","Walker2d-v3","0.001","34000","0","33","6324","10.819133758544922","2.2122604846954346","6.695802688598633","208.59376525878903","0.0010000001639127731","10.621160507202148","10.305868148803713","2.306000232696533","6.368183135986328","215.32244873046875","0.0010000000474974513","10.100646018981934","14.013094902038574","2.19724702835083","6.667243957519531","214.5208282470703","0.0010000001639127731","13.812387466430664"
"rich-shadow-982","exp1, new loss","1651","2020-10-07T18:27:07.000Z","-","finished","1","Walker2d-v3","0.001","34000","0","170","31806","-20.740020751953125","20.388559341430664","14.907000541687012","-20.740020751953125","1","18.81882667541504","-20.77284049987793","20.19786262512207","14.903515815734863","-20.77284049987793","1","20.940393447875977","-20.547548294067383","20.261798858642575","14.831807136535645","-20.547548294067383","1","24.385520935058594"
"curious-gorge-981","exp1, new loss","416","2020-10-07T18:25:52.000Z","-","finished","0","Walker2d-v3","0.001","34000","0","26","5022","10.622346878051758","2.2202603816986084","4.4012579917907715","13494.2265625","0","10.622346878051758","11.453880310058594","2.0710508823394775","4.147500991821289","18203.19140625","0","11.453880310058594","13.799297332763672","2.2274749279022217","4.387408256530762","13080.4443359375","0","13.799297332763672"
"wild-totem-980","exp1, new loss","316","2020-10-07T18:25:29.000Z","-","finished","0.001","Walker2d-v3","0.001","24000","0","27","3696","11.90599536895752","3.267322063446045","8.635165214538574","156.26866149902344","0.0010000000474974513","11.761487007141112","10.47339916229248","3.359499931335449","8.482134819030762","182.56336975097656","0.0010000001639127731","10.301136016845703","14.944198608398438","3.279186964035034","8.641508102416992","156.91824340820312","0.0010000000474974513","14.802082061767578"
"polar-water-979","exp1, new loss","881","2020-10-07T18:24:30.000Z","-","finished","1","Walker2d-v3","0.001","24000","0","121","16104","-16.3121395111084","21.122146606445312","16.79544448852539","-16.3121395111084","1","14.544898986816406","-11.919929504394531","20.198291778564453","16.500577926635742","-11.919929504394531","1","19.235570907592773","-16.212478637695312","20.84830665588379","16.62549591064453","-16.212478637695312","1","15.490949630737305"
"astral-fog-978","exp1, new loss","282","2020-10-07T18:20:40.000Z","-","finished","1","Walker2d-v3","0.001","14000","0","51","4004","-13.648781776428224","20.367023468017575","18.46816062927246","-13.648781776428224","1","10.412505149841309","-13.737905502319336","20.82476806640625","18.613996505737305","-13.737905502319336","1","11.55382251739502","-13.614246368408203","20.588783264160156","18.378324508666992","-13.614246368408203","1","10.646608352661133"
"glorious-meadow-976","exp1, new loss","385","2020-10-07T18:20:38.000Z","-","finished","0","Walker2d-v3","0.001","24000","0","27","3696","11.119317054748535","3.455941677093506","6.391536235809326","18006.357421875","0","11.119317054748535","10.22286319732666","3.4689009189605713","6.234389781951904","21508.3671875","0","10.22286319732666","14.272923469543455","3.4665682315826416","6.404398441314697","17251.69921875","0","14.272923469543455"
"fanciful-bird-975","exp1, new loss","309","2020-10-07T18:20:38.000Z","-","finished","0","Walker2d-v3","0.001","14000","0","35","2772","9.291330337524414","4.440249443054199","4.591506004333496","81107.765625","0","9.291330337524414","7.0323991775512695","4.444093704223633","4.869668483734131","93576.734375","0","7.0323991775512695","10.256441116333008","4.444019317626953","4.576911449432373","105025.265625","0","10.256441116333008"
"absurd-deluge-975","exp1, new loss","226","2020-10-07T18:20:38.000Z","-","finished","0.001","Walker2d-v3","0.001","14000","0","27","2156","7.545350551605225","3.839148998260498","8.303525924682617","164.3008575439453","0.0010000000474974513","7.38843822479248","7.976788997650147","3.974632501602173","8.318419456481934","169.32640075683594","0.0010000001639127731","7.815277576446533","10.114019393920898","3.85407829284668","8.308717727661133","165.5345458984375","0.0010000000474974513","9.95844268798828"
